StrategyName,EntryTime,LastModTime,State,LastUpdateType,Symbol,Side,Type,TIF,Price,Quantity,DisplayQuantity,FilledQty,Remains,AvgFillPrice,ExecutionCost,Account,Trader,Broker,MarketCenter,OrderId,Tag,Reason,Closure
VWAP8,2019-Sep-13 19:13:33.449146,2019-Sep-13 19:13:33.449146,FILLED,FILL,MSFT,BUY,MARKET,DAY,137.020000,1,0,1,0,137.020000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514372,,,
VWAP8,2019-Sep-13 19:13:33.548750,2019-Sep-13 19:13:33.548750,FILLED,FILL,AAPL,SELL,MARKET,DAY,170.000000,-1,0,-1,0,170.000000,0.005008,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514373,,,
VWAP8,2019-Sep-13 19:13:36.706087,2019-Sep-13 19:13:36.706087,FILLED,FILL,MSFT,BUY,MARKET,DAY,137.020000,1,0,1,0,137.020000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514374,,,
VWAP8,2019-Sep-13 19:13:38.768108,2019-Sep-13 19:13:38.768108,FILLED,FILL,MSFT,BUY,MARKET,DAY,137.020000,1,0,1,0,137.020000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514375,,,
VWAP8,2019-Sep-13 19:13:38.770228,2019-Sep-13 19:13:38.770228,FILLED,FILL,MSFT,SELL,MARKET,DAY,137.010000,-5,0,-5,0,137.010000,0.021345,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514376,,,
VWAP8,2019-Sep-13 19:13:38.776178,2019-Sep-13 19:13:38.776178,FILLED,FILL,MSFT,BUY,MARKET,DAY,137.020000,1,0,1,0,137.020000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514377,,,
VWAP8,2019-Sep-13 19:13:38.780562,2019-Sep-13 19:13:38.780562,FILLED,FILL,MSFT,BUY,MARKET,DAY,137.020000,1,0,1,0,137.020000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514378,,,
VWAP8,2019-Sep-13 19:13:38.780741,2019-Sep-13 19:13:38.780741,FILLED,FILL,MSFT,BUY,MARKET,DAY,137.020000,1,0,1,0,137.020000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514379,,,
VWAP8,2019-Sep-13 19:13:42.392286,2019-Sep-13 19:13:42.392286,FILLED,FILL,AAPL,SELL,MARKET,DAY,170.000000,-1,0,-1,0,170.000000,0.005008,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514380,,,
VWAP8,2019-Sep-13 19:13:42.853207,2019-Sep-13 19:13:42.853207,FILLED,FILL,AAPL,BUY,MARKET,DAY,218.980000,5,0,5,0,218.980000,0.006000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514381,,,
VWAP8,2019-Sep-13 19:13:48.635450,2019-Sep-13 19:13:48.635450,FILLED,FILL,AAPL,SELL,MARKET,DAY,170.000000,-1,0,-1,0,170.000000,0.005008,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514382,,,
VWAP8,2019-Sep-13 19:13:50.770686,2019-Sep-13 19:13:50.770686,FILLED,FILL,AAPL,SELL,MARKET,DAY,218.970000,-1,0,-1,0,218.970000,0.006105,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514383,,,
VWAP8,2019-Sep-13 19:13:50.771288,2019-Sep-13 19:13:50.771288,FILLED,FILL,AAPL,SELL,MARKET,DAY,218.970000,-1,0,-1,0,218.970000,0.006105,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514384,,,
VWAP8,2019-Sep-13 19:13:50.771483,2019-Sep-13 19:13:50.771483,FILLED,FILL,AAPL,SELL,MARKET,DAY,218.970000,-1,0,-1,0,218.970000,0.006105,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514385,,,
